"0b9c24a9-1635-40b4-92c2-75f6a283bb35","4","INTR","Spring 2021"
"0bc12f58-44da-4a35-ba59-d0def4986220","4","UNDC","Spring 2023"
"0bcd1a92-03af-4f7c-8b67-85777ccac814","4","UNDC","Spring 2022"
"0bdef081-a887-4fe5-aa7e-5f7f449ffc64","1","WUNG","Spring 2021"
"0bec7611-d3a4-4bf3-8e08-11d635ef14c5","4","UNDC","Spring 2022"
"0befd32f-6b12-4d45-b4f8-987f9baade74","6","NURS","Spring 2021"
"0bf47bd5-5276-4568-a9b0-aafad07e5a40","4","UNDC","Spring 2023"
"0c25d1a3-c6dd-4228-9ee6-3b7a45d57130","4","CIMS","Spring 2021"
"0c25d1a3-c6dd-4228-9ee6-3b7a45d57130","4","ENGL","Spring 2021"
"0c29b3f1-7a60-4237-aee9-b243e4407208","1","WUNG","Spring 2021"
"0c29b3f1-7a60-4237-aee9-b243e4407208","2","CSCI","Spring 2021"
"0c312b85-1ea1-4435-9a6b-ec21b1d1ca69","4","COGS","Spring 2020"
"0c3ba503-e1ec-4656-9218-208c1edc84d6","2","MSE","Spring 2022"
"0c3ba503-e1ec-4656-9218-208c1edc84d6","4","UNDC","Spring 2022"
"0c52a8cc-2764-459c-94a8-fcf484bef080","1","WUNG","Spring 2023"
"0c5ed806-dc1b-4a58-826e-db62a3c1b1b9","2","CSCI","Spring 2023"
"0c679637-bbdf-49cf-93c0-734039f1ad49","2","CSCI","Spring 2022"
"0c760593-87d5-4259-bb4a-baecb67cde87","4","UNDC","Spring 2022"
"0c7cc260-bb01-4491-a8a6-c318ac5de501","1","BUAN","Spring 2021"
"0c8d2960-1d93-48a5-8348-fcc0d3194e7c","4","UNDC","Spring 2022"
"0ca3d97a-26ef-4f45-8862-12a0d14f17c1","4","UNDC","Spring 2023"
"0cb64454-bfa3-4058-b084-9060b8f8ef12","1","WUNG","Spring 2023"
"0cc5550a-5b04-4bf8-ad6e-4008f0c22316","4","PPE","Spring 2021"
"0cc6c3f9-079f-4c9c-893e-52342619dd3e","2","BE","Spring 2023"
"0cd13a6e-1701-4a62-b6ab-dbb97f97939d","4","UNDC","Spring 2023"
"0cd5b84d-67e8-49c8-8d26-4f3faeca296b","13","ENTI","Spring 2021"
"0cf7b66e-b855-49ef-aa46-f8abe03ad16a","6","NURS","Spring 2023"
"0d0b949f-5d3b-4bfc-8eee-d1a28e6f0445","4","BIBB","Spring 2020"
"0d0b949f-5d3b-4bfc-8eee-d1a28e6f0445","4","NTSC","Spring 2020"
"0d0f610a-6285-4cc1-89bb-8ba8e1c0ce05","4","UNDC","Spring 2023"
"0d226e21-5f0c-4ad2-b22c-bc4fade5bcd2","19","CPLN","Spring 2024"
"0d362238-ec75-406e-9f9e-47259ea41131","4","UNDC","Spring 2023"
"0d3d4022-918e-49dd-84d2-510707df28f3","4","UNDC","Spring 2023"
"0d4d7551-8506-47e2-8606-aa55e3520046","1","FNCE","Spring 2021"
"0d4d7551-8506-47e2-8606-aa55e3520046","1","MGMT","Spring 2021"
"0d61fee7-cfc6-4b6a-bb66-7990e1628478","4","UNDC","Spring 2022"
"0d6e6a6b-ab7a-464f-bdca-df4bf03c8d2f","4","PSCI","Spring 2021"
"0d723df3-3f20-4b82-a8fd-bf4053d85a2b","1","WUNG","Spring 2022"
"0d7401a8-e63f-455d-8a30-5848c2243a2e","2","CSCI","Spring 2020"
"0d87867f-8d28-48d8-bfec-b76bd6fd7837","9","EE","Spring 2021"
"0d9b1ca7-82a6-4685-8b1d-d924fadcb9d3","4","UNDC","Spring 2023"
"0da1d4e4-0be5-4289-941a-1e75455439a9","1","WUNG","Spring 2022"
"0da3f347-a575-4e77-bfbe-13c1792614f4","1","WUNG","Spring 2022"
"0da4a271-61b7-4d40-bf5e-5f9522d3912f","4","COMM","Spring 2021"
"0db3b084-edfe-4b73-ba3f-469052072a42","2","ASBS","Spring 2023"
"0dd89e0e-5641-43be-97ce-8e0ce0683928","2","ASBS","Spring 2021"
"0de01d03-534f-4a29-9779-9d13fe2ce6ce","6","NURS","Spring 2020"
"0dec9f64-caa2-41ab-b905-f01f15e86cab","2","MSE","Spring 2021"
"0dec9f64-caa2-41ab-b905-f01f15e86cab","4","PHYS","Spring 2021"
"0e010e02-db13-4d78-841e-2abe5fcfb223","1","WUNG","Spring 2021"
"0e010e02-db13-4d78-841e-2abe5fcfb223","4","PSCI","Spring 2021"
"0e051fd8-92dc-43c4-a8ea-8f7170830cc6","4","UNDC","Spring 2023"
"0e2f5def-83b6-4823-9f80-5bbcb5bd9f57","4","UNDC","Spring 2023"
"0e397f43-14a4-42e9-9ff9-7d39e3ef93be","1","WUNG","Spring 2023"
"0e427850-9c36-4610-b438-433df6b0f2d2","4","UNDC","Spring 2022"
"0e606d00-3be6-4b9a-b160-988b269fcb4d","4","UNDC","Spring 2022"
"0e944122-2540-4fd1-bc03-8dd3dea6c53e","4","INTR","Spring 2022"
"0ea5a7b9-144d-42b4-be1c-ca68b01ada7e","9","MEAM","Spring 2021"
"0ea60c6b-a306-4982-861e-2269e3eec881","6","NURS","Spring 2023"
"0ea7b2b8-dc09-4523-98d1-af322abc70bc","4","UNDC","Spring 2023"
"0eb7a8db-5553-485f-8650-c71f83c0e9b2","4","UNDC","Spring 2023"
"0ec3e358-a352-48a2-8c43-26bd72382b5e","4","UNDC","Spring 2022"
"0ed6b1ee-1781-465d-bc47-16b1e85e28c9","4","INTR","Spring 2020"
"0ee61b19-6c84-4b1a-a935-91036d53aff9","1","WUNG","Spring 2022"
"0eeb7481-47c0-4286-9840-b2fcb65d4370","13","ENTI","Spring 2020"
"0eeef642-de82-4f94-8bd2-9385e4088562","1","INSP","Spring 2023"
"0eeef642-de82-4f94-8bd2-9385e4088562","4","INSP","Spring 2023"
"0efc46a8-0ed5-4f8b-8881-2b5312787e01","4","COMM","Spring 2021"
"0f14153f-8d08-412e-8bfc-3dd7a97927e9","9","CIT","Spring 2021"
"0f39632f-f0eb-494d-9f98-4af5afbaeed2","2","MEAM","Spring 2023"
"0f3fb704-e327-4384-a236-c3c43a567600","1","WUNG","Spring 2022"
"0f4042f4-4e25-4e3b-a580-2ee77434fe2d","4","UNDC","Spring 2023"
